name,gender
meena,f
rena bai,f
preeti,f
manisha,f
aanchal,f
kajal,f
madhuni haldar,f
kanchan,f
kumari manju,f
nargis bano,f
smt. seema pandya,f
ku. neha raj,f
suman rani,f
anju bala @ sunaina,f
sonia devi,f
sunita,f
nitasha,f
antim,f
bharti,f
kajal,f
divya,f
sushila kapoor,f
ganga,f
madhu,f
neha verma @ deepa,f
bharti,f
neetu,f
rakhi,f
komal,f
pinki devi,f
aarti,f
rihana,f
manisha,f
juhi,f
madhuri bhandari,f
amina begam,f
pooja devi,f
kumari arti,f
manisha,f
manka,f
manni bai,f
priyanka tirki,f
radhika,f
jyoti,f
pinki,f
radha,f
sushma,f
laxmi,f
anita devi,f
amasi munda,f
sandhya,f
lata,f
chandani urf chanda tara,f
tanushri,f
sapna,f
komal bharti,f
santosh kumari,f
babli,f
maya,f
khushbu rani,f
seema,f
rani,f
ramwati,f
bakila w/ o ankil,f
juna d/o prem bahadur,f
namita,f
roshni,f
heena,f
poonam,f
soniya,f
laxmi,f
neelam kaur,f
urwashi,f
khushboo,f
lisha,f
rinki,f
mamta bai,f
madhu,f
neeru,f
satwanti,f
neetu,f
archana,f
kajal,f
savita,f
archana,f
shanu,f
neelam,f
seema,f
namra parvez,f
aasma,f
dev kanwar,f
munni devi,f
kanta,f
seeta devi,f
twinkal,f
doli,f
vakila,f
jyoti,f
rani,f
saneha sharma,f
rajani,f
arti,f
harprit,f
nisha devi,f
gaytri bai,f
ruchi,f
komal,f
kumari jyoti,f
preety,f
rani devi,f
rubina jahan,f
smt gulista,f
pooja,f
pooja,f
bhavna oad,f
birmadevi,f
simran bhishat,f
laxmi sharma,f
sufia,f
sapna,f
barkha,f
sonali urf juhi,f
renu,f
chahat,f
sita,f
krishma,f
muli,f
roshan,f
heena,f
jyoti,f
lalita,f
firdosh bano @ asha,f
soona bai,f
smt seema,f
renu,f
kumari anjali,f
smt sudesh davi,f
premlata,f
sheetal,f
manormapal,f
kismat/ sngu,f
suman @ sabnam,f
priti,f
sangeeta,f
sangeeta,f
megha bhasin,f
mahak,f
alapna,f
rekha,f
rekha,f
parveen,f
goldy,f
mohini singh,f
rajni,f
mala witrh two child ritik age-3 & rohan age-6 yrs,f
arti,f
kavita,f
rubi,f
sehnaj,f
alseepa,f
anita,f
jafrin,f
leela,f
diksha soni,f
ram singh,f
kavita,f
vandana,f
hema aikka,f
aashiya,f
laxmi,f
diksha,f
anjana mahajan,f
vinita,f
mariyam,f
anju,f
najrin @ soniya,f
sitara  khatun,f
chand tara,f
darkash,f
noor jah,f
manju,f
sunita,f
tarnnum,f
anjali kiski,f
shiv devi,f
ruksana,f
reena,f
tumpa das with a child roma das,f
babita khatoon,f
mohseena,f
khushboo sharma,f
shanti bai,f
tulsi,f
dayawati,f
rukmani,f
mamta,f
nirmala,f
manju,f
laxmi,f
geeta devi,f
himanshi,f
sanjna,f
shahnaz khatum,f
chanchal,f
muskan@ruksher,f
binnu,f
kamla devi,f
tumpa,f
roshani,f
laxita,f
piryanka,f
runiya,f
jharna,f
sakila,f
nirja,f
smt. sobha,f
jyoti gosyami,f
mangi bai,f
versha,f
maya devi,f
suntia,f
kamlesh,f
divya sharma d/o om prakash sharma,f
jaspreet,f
ramdulari,f
nagma,f
sandhya,f
rimjhim,f
anita,f
soniya,f
jyoti,f
nagma,f
shruti,f
renu,f
chaya,f
laxmi,f
shadhana,f
reemi sarkar,f
varsha bagalia,f
sabnam khatun,f
hini bibi,f
sangeta,f
sarita,f
bharti devi,f
savita,f
sushila,f
nirosha,f
kavita bai,f
smt. madina,f
smt. kanchan devi,f
uma,f
renu,f
sama parveen,f
asana,f
archna,f
shashi,f
arsi,f
meena kumari,f
kajal kumari,f
jyoti,f
saroj pandey,f
neha,f
geeta @ komal,f
anjum,f
anchal,f
kosar bano,f
soni,f
varsha sharma,f
megha das,f
kalyani kumari,f
sushma,f
anju,f
unknown,f
sunita kaur,f
neha,f
payal,f
payal,f
payal,f
shabana,f
sonu,f
meena devi,f
km0 moni,f
bhagwati,f
poonam,f
uma,f
rajiya,f
neha,f
saviha,f
archana,f
surbhi,f
paramjeet kour,f
asha devi,f
nikita pahlwani,f
rekha,f
sangeeta,f
jyoti sharma,f
anju,f
kavita,f
sumitra devi,f
rashi bansal,f
kavita,f
suman,f
tina,f
kalpna singh,f
uma yadav,f
geeta saini,f
aazadi@jully,f
maina @ meenu,f
sema devi,f
aarifun bivi,f
smt deepanshi,f
raj kumari,f
radha,f
priti,f
preeti,f
sultana begam,f
smt. seema,f
smt. preeti,f
geeta,f
rita rani,f
rajeshwari,f
neelam,f
madhuri,f
suman kushwah,f
anushka kanwar,f
renu,f
neelam,f
rajni,f
gita,f
reetu,f
babita,f
fakiri,f
alina,f
frra,f
tripti rawat,f
chanda devi,f
snah lata,f
rekha vays,f
pinki,f
nehal,f
lata sharma,f
varsha,f
kirti,f
neha,f
nusrat parveen,f
lali nisha,f
sunita,f
laxmi,f
naseema,f
babita,f
sheela,f
zina kumari,f
pushpa thapa,f
usha parmanand,f
devki,f
shkuntala,f
swati,f
smt surbhi,f
deepa,f
simranjeet kaur,f
shakuntla,f
vishal,f
kumari jeda,f
sabenoor@tamanna,f
rukhsar,f
suman,f
anusoya,f
ashman praveen,f
aruna,f
ramkali,f
riya kashyap,f
babita,f
neetu,f
suman,f
reena,f
reena,f
kanti devi,f
payal ahari,f
deepa singh,f
inderjeet kour,f
sabeena,f
kanchan,f
heena,f
aasha,f
smt devli,f
smt kala,f
nandu bai,f
kawita,f
smt narmda,f
monika,f
priya kumari,f
geeta,f
khushi,f
rabina khatun,f
vimla,f
habiba,f
rashmi,f
imrana,f
ruby w/o,f
phalguni,f
manisha bhardwaj,f
arti,f
akash,f
shanti devi,f
marti kalasua,f
pushpa,f
vimla,f
priyanka,f
rubi devi,f
nisha,f
veena tandan,f
baby,f
spna,f
mehwish,f
priyanka,f
jeba,f
jasmen,f
anita @ manju,f
barkha,f
varsha,f
manisha sharma,f
asha,f
fareen,f
bhanweri,f
rupa,f
meenaxi,f
preeti chopra,f
tanya chopra,f
veronika bhinder,f
gudiya,f
kumari payal sharma,f
kumari puja,f
sunil kumar,f
sumanthra,f
rajni,f
gyarsi devi,f
smt. asha,f
anshu gupta,f
durgesh suman,f
rajiya bano,f
saalu,f
pushapa,f
anjana kumari,f
savita @ guddu,f
rinku devi,f
kajol,f
priya,f
aarti,f
rekha,f
aarti,f
noor jha,f
pooja,f
noorjaha,f
smt renu,f
sumitra,f
rekha davi,f
himanshu,f
sapna,f
farjana,f
husainpreet kour,f
sonam kumari,f
poonam,f
poonam,f
smt anita,f
kavita kumari,f
pooja,f
pooja,f
suman,f
laxmi,f
annu,f
rafat yashmeen,f
gulsan khatoon,f
tannu,f
jyoti,f
mamta,f
babita,f
jyoti,f
manish,f
sakshi @ soniya,f
annu,f
manju,f
priya,f
divya kapoor,f
vineeta,f
durga bai,f
parem devi urf gothi,f
seema,f
pragti,f
poonam sharma,f
pinki,f
nimmy,f
priti tomar,f
pooja,f
ishika,f
roshan bai,f
salma,f
simran,f
sushma rana,f
anita,f
suman,f
sudershan bala,f
swata mishra,f
pinki devi,f
rekha,f
aarti,f
reena saini,f
kashish,f
jyoti,f
suman,f
lalita,f
nidhi,f
jyoti,f
jannat,f
shreemati nirmala padwala,f
kumari vinita,f
smt. lalita devi,f
parwati devi,f
jyoti,f
sona,f
ms. jayanti (maid),f
karishma,f
shanti bandiya,f
kajal,f
jyoti,f
nisha,f
mishbha sams @ simran,f
pooja,f
meenu,f
ganga devi,f
durga,f
sheetal,f
kajal,f
veena sharma,f
sona bai,f
muskan,f
meena,f
smt nisha,f
mona,f
hailena,f
mamta,f
ku rangeeta,f
shalu,f
pinky,f
bandana,f
sushila,f
kumari sonu,f
kamlesh,f
krishna devi,f
,f
mohsina begum,f
jomiya,f
gauri rana,f
priyanka,f
mushkan,f
babita,f
archana,f
gopi,f
suman,f
jiya batra,f
poonam,f
gudiya,f
deepti bhargav,f
kumkum,f
babbu singh,f
sahana,f
rubina,f
shahina @ moti,f
rini,f
priyanka,f
minakshi,f
smt. pinki@malti devi,f
kumari rachana,f
pinki,f
lalita kumari,f
neha,f
hina @huma,f
pooja,f
javitri,f
amisha,f
panchuri,f
jyoti @ muskan,f
deepanshi jain,f
ruhi khatoon,f
radhika,f
kiran,f
aanya @ china,f
sangita,f
preeti,f
gendi,f
poonam devi,f
sus shri  aalabndi,f
sus shri  aalabndi,f
shabbenour,f
shalu,f
kavita,f
gango devi,f
neetu,f
saroj,f
nidhi,f
lata thakur,f
pooja,f
sosri bai,f
kavita,f
jyoti,f
asha,f
mamta,f
anjli,f
mamta,f
priya @ sonu d/o,f
shama parveen,f
noor bano,f
susma,f
neha,f
shanawaz@heena,f
joyti,f
radha,f
poonam,f
jainab,f
renu kumari,f
mohd aslam,f
uzma,f
nargish,f
mamta begam,f
deepa shersht,f
priya @ sonu,f
heena @ huma,f
hansa dave,f
vijay kumar,f
kamlesh kanwar,f
kumari praya,f
chanchl $ ghuddi,f
neema rebari,f
nisha,f
sinaa bnau,f
mamta,f
komal,f
soni khati,f
nidhi,f
jashgul kaur,f
hemlata,f
maya,f
pooja gujar,f
meena,f
shweta,f
alisha khan,f
,f
meenu,f
geeta,f
preety,f
nagma,f
anisha,f
sandhya,f
swati,f
saraswati,f
sheela,f
muskarn,f
saru,f
nargish,f
murjina,f
bina bai,f
honey,f
lovely,f
priya,f
shabnam,f
paramjeet kaur,f
sabana,f
anjali,f
suhana baano,f
deepa,f
jyoti,f
ruby,f
jyoti jingir,f
preeti,f
smt rajni,f
anita,f
laxmi devi,f
km vijeta,f
rubee,f
kajal,f
pinki,f
balalia ngadong,f
balalia ngadong,f
surekha,f
manno,f
komal,f
sabnam,f
shobina,f
rani,f
nikki,f
rinki,f
suhani devi,f
deepa,f
pooja garg,f
joity,f
laxmi,f
sonam sania,f
foranta,f
pammi,f
menu kashyap,f
sania parveen,f
sania parveen,f
sania parveen,f
tania parveen,f
smt. kanya devi,f
ku. kamla yadav,f
anuradha,f
swati,f
priyanka das,f
ruckmani,f
takshila arora,f
rajni,f
payal,f
shivani,f
nasima,f
anita,f
anita,f
suman gungi,f
sulekha,f
kanchan,f
sweta sharma,f
munni devi,f
saraswati,f
saroj,f
reshma,f
neha,f
puja yadav,f
saroj,f
bhawana @ shannu,f
anjum,f
shilpi,f
sidhi,f
pinki yadav,f
seema,f
smt reena,f
amrit pal,f
shiva,f
nirmla,f
bhanu priya,f
swati,f
manpreet kaur,f
tannu,f
kaushal,f
sitara,f
meera devi,f
rita jain,f
seema,f
manju @ taruna,f
kiran,f
shabreen,f
laxmi sharma,f
sanjana,f
sandhya,f
kiran and maya both sisters,f
tannu,f
ritu,f
shabana,f
smt. udi,f
smt puja,f
usha,f
chandni,f
sangita,f
nirmala,f
lada bai  marubhat,f
girishchandra,f
smt. durga devi,f
pooja,f
pooja,f
shabana,f
smt. munni,f
seema,f
sushma,f
pushpa devi,f
kamlesh,f
arsi,f
sudama with 2 children,f
heena,f
ilma,f
shital,f
khushboo,f
shivani,f
seema,f
geeta devi,f
varsa,f
seema devi,f
savita,f
sheela devi,f
jaswinder kaur,f
gurpreet kaur,f
harinder kaur,f
anjli,f
rema,f
suman,f
ganga,f
lali davi,f
rajni,f
pooja,f
anshiya mehta,f
geeta,f
renu,f
triveni,f
bindu,f
suman,f
reshma,f
priya,f
parul,f
aasha,f
khushi,f
afsana,f
poonam,f
razida khatoon,f
asha kumari,f
sony parveen,f
pooja,f
puspa,f
kiran,f
gulshan,f
vandna,f
priya gupta,f
santoshi,f
jincy varghese,f
shweta,f
arti,f
reshma,f
ronak,f
deepa,f
farha,f
naushi,f
leela meena,f
archana,f
guddi,f
iesha,f
rihana,f
akansha,f
almina,f
poonam soni,f
cosmic,f
pooja panwar,f
anju,f
babita,f
shilpi kumari,f
radha,f
kishana bai,f
sangeeta jan,f
bhawana,f
preeti,f
sujata,f
nirjala,f
,f
sanju,f
smt. kamlesh,f
saral,f
lila,f
pooja,f
mehak,f
chanda devi,f
poonam,f
rabin,f
kamrulnisha,f
sudhama,f
uma,f
armita,f
soni,f
rakhi,f
vimal verma,f
smt.ranni,f
sapana,f
rohini,f
neha gupta,f
sarita,f
neha,f
rachna,f
susri madhuri d/o jagdishchandra bhat r/o34 b panc,f
renu devi,f
kavita,f
komal,f
manisha,f
saloni,f
manju kumari,f
kanchan d/o kailash yadav,f
durga,f
gulshafa,f
pooja,f
renu,f
imaman khatoon,f
uma verma,f
tarannum,f
pooja,f
aliya,f
pooja,f
lalita choudhry,f
pooja,f
smt. gayatri,f
anita suthar,f
asha,f
meera,f
ku. babali,f
pooja,f
sawana,f
reenu,f
ms. k. satya,f
radha,f
savita sharma,f
ramesh  dutt,f
harpreet gil,f
laxmi,f
fazia,f
afsha,f
faaija,f
kirti,f
amarin,f
razia sultan,f
razni,f
rinki,f
sabina,f
musra khatoon,f
sutiya,f
shabnam,f
nootan,f
ku. anshita singh,f
prinka,f
sonu bhawsar,f
farhib,f
jyoti,f
reshma,f
kelama devi,f
saniya,f
anita,f
jasmina,f
komal @ kumkum,f
shivani,f
shakuntla/baby,f
shgita,f
shorav,f
santosh,f
afsana,f
poonam,f
reeta,f
neha,f
kamlesh,f
sita devi,f
lakhya dona sherppa,f
manbharbai,f
diya sharma,f
kashish,f
kavita,f
ruby panwar,f
sanju,f
rekha bai,f
"smt. bhanwari ,nahar singh",f
smt. bholi devi,f
hansa,f
palvi sharma,f
killo kumari,f
saroj,f
anoopama,f
chanda,f
mamta bai,f
arshi bisht,f
bima,f
smt. shila d/o bharulal jat,f
priyanka,f
tulsi,f
preeti joshi,f
manisha,f
shalu,f
rakhi,f
yogita,f
jyoti,f
radha,f
ritu,f
sonam kumari,f
najma,f
nirmala,f
sudha,f
nasima,f
renu,f
muskan,f
laxmi divi,f
smt hasina @ buttr,f
kumari sonam,f
smt doli,f
sunita,f
mamtha,f
pramila katara,f
lakhsmi devi,f
sultana,f
poonam,f
nidhi jaysika,f
preeti,f
nena,f
suman,f
munni devi,f
priyanka,f
manisha,f
rajni,f
kavita,f
priyanka,f
priyanka,f
neetu,f
sonika,f
anjali,f
nirma,f
shakuntla/baby,f
khushbhu,f
chandni,f
kumari rani,f
payal,f
payal kumari,f
moni devi,f
priya,f
smt gunjan,f
suman shakawat,f
neha,f
resham talwar,f
aasmin,f
kanta,f
anita sharma,f
mamta,f
yasmin banu,f
smt rekha,f
chanchal,f
preeti,f
pooja,f
sarita,f
bhanu sharma @ alish,f
nancy saxena,f
preeti,f
puja,f
lovely,f
laxmi,f
priyanka,f
pinki sharma,f
suhagini,f
monika,f
minakshi,f
reekha,f
sanju,f
aashma,f
sonali,f
anjali,f
arti,f
anandi bai,f
suman,f
dali,f
sheetal,f
anjali,f
kiran devi,f
shivani@prachi,f
smt. guddi,f
tabssum @ gudiya,f
manisha rani,f
himani @ payal,f
himani @ payal,f
himani @ payal,f
himani @ payal,f
aansi devi,f
nishu,f
laxmi devi,f
reena,f
komal,f
varsha,f
dipanshi,f
kesha,f
rekha,f
baby,f
neha,f
priyanka,f
priyanka,f
priyanka,f
neha,f
padama bai luhar,f
pushpa,f
babby,f
tamanna,f
rubi,f
komal,f
sapna,f
radha bai,f
nirma,f
sona sood,f
rinki,f
shanti devi,f
smt tara devi,f
preeti,f
soni,f
poonam,f
pooja chauhan,f
manju nayak,f
shikha,f
laxmi @ lalita,f
kajal,f
jay shree panchal,f
nisha,f
sunita,f
sunita rani,f
neetu yadav,f
madhuri,f
geeta devi,f
naziya,f
smt. monika bajaj,f
neeru,f
shahin,f
saloni,f
shivani,f
lal baano,f
poonam,f
soni,f
liladevi,f
devika goyal,f
nisha,f
kaushal,f
rajni,f
rajni,f
shalu,f
hemlata pathak,f
megha,f
aarti,f
seema,f
kiran,f
rajni,f
rani sharma,f
smt jaimala,f
kumari puja,f
devki,f
smt. hanja bai,f
tisha urf megha sen,f
vaishali,f
preeti,f
mrs nanki,f
komal,f
dulari,f
soni,f
gayatri @ babli,f
kajal d/o,f
bhawana,f
anamika,f
sahida laskar,f
ashtha,f
neha,f
anita,f
sharda,f
nirmla koli,f
parwati balai,f
saroj,f
sangeeta meena,f
urmila bai,f
seema dangi,f
chand kunwar,f
kumari sunita,f
rupender kaur,f
puja,f
smt. kanchan,f
jyoti,f
rita d/o laxman,f
sonam,f
ikara noor,f
dimpal,f
rukmani devi @rupa,f
nagma khan,f
reena,f
chandrakala,f
gila bai,f
shilpi,f
neelam,f
pooja,f
renu,f
sanju devi,f
neha,f
komal,f
rubi,f
manpreet,f
priya mishra,f
nehal kumari,f
suman,f
kavita,f
bhawna @ sonam,f
asha devi,f
sushila,f
rehana,f
sahana praveen,f
durga,f
gurpreet kaur,f
shamshina,f
priyanshu,f
sheetal,f
pooja,f
anjali,f
archna,f
soniya,f
priti,f
renu joshi,f
shushma,f
muskan,f
shashi shrada khalko,f
anita rajput,f
arthi,f
renu,f
sanju devi,f
monika,f
krishana,f
soniya,f
niru,f
sobha,f
rasida khan,f
seema uraf lalita,f
leelawati,f
komal,f
kajal,f
sunita,f
jyoti shahu,f
vijay laxmi,f
smt savita devi,f
asha,f
roji,f
vidha baghel,f
dinesh kumari,f
leela kumari,f
doli,f
aarti,f
asha devi,f
raju devi,f
sunita devi,f
sunita @ jyoti,f
basiran,f
phul kumari,f
manisha kumari,f
anju devi,f
sapna,f
"pooja with three child (vikash,aakash,khushi)",f
khushi,f
"rakhi with two child (devraj age-3 yrs,deepak age-",f
nitu,f
rakhi,f
beena,f
anita,f
manju,f
pinky,f
jai shree,f
rima,f
rima,f
rima,f
kumari suman,f
laltes,f
babita,f
ankita @ mini,f
rinki,f
shanti bai,f
palak,f
neelam,f
rinki,f
preeti chopra,f
tanya chopra,f
rashmi @ rinku,f
jyoti,f
anju devi,f
jyoti,f
malti,f
priya,f
priya,f
kavita,f
soni,f
mala,f
mala,f
shivani bhatnagar,f
shivani bhatnagar,f
champa @ hema,f
neetu,f
kanchan,f
mamta,f
laxmi,f
hema,f
sharadhha,f
gunjan devi,f
mosmi sekh,f
arshla,f
geeta,f
geeta,f
kiriti,f
priya,f
suman,f
ku. rajni,f
smt.mamta devi,f
smt kristina,f
gaura kuletha,f
puja,f
mamta,f
ku rajindre,f
sahina,f
jasmeet kour,f
rekha,f
dhaneswar dass,f
rekha,f
reshma ahari,f
simran dhawan,f
ashu,f
manpreet,f
nisha,f
pulita,f
rajani,f
sonam,f
nisha,f
krishma tomar,f
"sangita devi with daughter sonia 3yrs 6month, and",f
shobha,f
fozia,f
moti devi,f
madhuri,f
lila bai,f
chhaya,f
smt ranu,f
khushnasiba,f
nirma,f
sulochna devi,f
kavita,f
nirma,f
yashoda,f
anita kunwar,f
vinna,f
smt. sumitra,f
kirpa,f
seema,f
sonam,f
nagma begam,f
pinki chanda,f
kavita talash,f
saima,f
rashmi,f
sonam,f
hema,f
neeta devi,f
shabnam,f
hazra,f
jameela,f
arti,f
ku. pinkee,f
preeti,f
pooja,f
veero @ veerwati,f
vaishali,f
jyoti kumari,f
sapna,f
poonam,f
pryanika,f
renu,f
nandani,f
pooja,f
geeta,f
doli,f
mithu,f
meenu vishwas,f
sushila,f
tannu,f
mamta,f
rima,f
rucksana,f
divya,f
shalini @ shallu,f
santosh devi,f
santosh devi,f
poonam,f
smt. kamala davi,f
nisha,f
rakhi,f
shankar,f
binita,f
kushum @ khushbu,f
arsi,f
sartaj,f
neelam,f
pinki,f
munni,f
suman,f
sonia,f
smt babbli,f
kumari sunita,f
smt. choti devi,f
pushpan,f
skunatla,f
noorjahan,f
jasoda,f
neha,f
najni,f
anjali,f
ruby,f
megha gupta,f
tina,f
tanu,f
renu,f
munni sharma,f
rukiya bano,f
subhagya,f
vijaya devi,f
neha,f
mala,f
vimla,f
shahzadi,f
shashi,f
babli kumari,f
saraswati,f
nazreen,f
manisha,f
ashu,f
komal,f
mustki begam,f
rukshar,f
rekha,f
laxmi,f
luxmi,f
kajal,f
dumani munda,f
jyoti,f
priti kaur,f
poonam,f
anguri,f
praveen @ khushboo,f
smt tina,f
kumari hemlata,f
rakhi,f
hema mali,f
rukshar,f
ekta sharma,f
smt. madhu,f
mumtaj,f
pooja,f
shruti,f
rakhi,f
naseema,f
pooja,f
mandvi sharma @ shiva,f
mamta,f
vandna,f
gulshan,f
meena,f
heena parveen,f
tripta,f
sonu,f
gulshan,f
priya,f
deepika tomar,f
tamanna,f
priya kumari,f
anita kerketa,f
nirmla,f
bhawana,f
pooja,f
siza,f
nano sabroon khan,f
nisha,f
gudiya,f
pyari,f
guddi,f
rehana,f
vandna w/o sunny,f
vimlesh,f
minakshi,f
rakhi,f
sumitra,f
nandini,f
laxmi,f
kranti,f
preeti,f
aarti,f
sarsawati devi,f
saraswati,f
chando,f
anita,f
kavita,f
shushila balai,f
tulsha,f
sonali bankoti,f
smt.ganga devi,f
sunita,f
manisha,f
sabana,f
hazu roat,f
khusbu regar,f
smt. rekha,f
kanku,f
bala,f
rakhi,f
dwarika gurjar,f
sahin,f
nisha,f
anju,f
neha  gupta,f
karshana,f
rakhi,f
neha,f
seema,f
nandita,f
karishma,f
suman devi,f
ravina,f
kajal kumari,f
priyanka @ anjali,f
ruksar,f
fauina,f
faijina,f
soni,f
soniya,f
smt parmila,f
suman,f
sangeeta with son pushapender douter archana,f
sonam,f
smt krishana,f
neha,f
rajani,f
geeta,f
geeta,f
pryinka,f
kanchan,f
tarnum,f
roopa,f
pushpa sinha,f
smt shalu,f
vinita,f
khushbu,f
chanchal @ komal,f
deepa,f
lakhbir kaur,f
seweta,f
suman,f
shweta,f
parwati devi,f
mumtaj,f
hemanti aary,f
kavita,f
mariyam sarjo,f
aarti,f
durga pathik,f
sangeeta,f
meena,f
nazia khan,f
pooja rani,f
huma,f
jyoti,f
lalita,f
haseena,f
sonia,f
monika,f
shabana,f
sandhya mishara,f
laxmi,f
maya devi,f
gori,f
kaushar,f
smt sapana,f
sunita,f
philomina,f
jyoti,f
smt. gudiya,f
geeta devi,f
neetu,f
priyanka,f
kailaki devi,f
priyanka,f
kajal,f
kastoori,f
sarika,f
priya,f
durga devi,f
sonali,f
pooja,f
rajni,f
bhawna,f
salma khatun,f
laxmi,f
farah khan,f
poonam,f
kamla,f
kamlesh,f
manju bai,f
vandna,f
prinka bhanshali,f
phulbi,f
reshma,f
smt babita,f
sonu,f
ankita,f
priyanka,f
hina kanwar,f
varsha,f
manu,f
simran @ashita,f
harshi,f
gudiya,f
mamta,f
ruby,f
shivani,f
poonam,f
sunita kaur,f
ritu,f
aastha thakur,f
,f
meenu,f
lata kumari,f
pooja,f
phool watiya devi,f
shalu,f
bhawna,f
mandeep kour,f
shobha bano,f
smt. sonu kumari,f
malti,f
rupa,f
km0 shilpa,f
vimlesh gujar,f
smt. richa sharma,f
smt. soni,f
puja,f
rita,f
smt. ratani,f
indra megwal,f
kumari ranjita,f
priya,f
sangeeta,f
,f
heena,f
chanchal,f
pushpa,f
rukshana,f
komal tiwari,f
geeta,f
priyanka rawat,f
aman deep kaur,f
maya,f
jyoti,f
santosh devi,f
meera,f
gayatri,f
lavpreet kour,f
priyanka rani,f
smt sakura brn,f
jarim,f
shahin,f
kavita,f
mira devi,f
archna,f
aamina,f
mamini,f
laxmi @ kajal,f
kajal,f
shehnaz,f
kirti,f
sanjna @ sunita,f
shilly parveen,f
nisha,f
divya sharma,f
jyoti,f
munni devi,f
chandni,f
shalini,f
pooja sharma,f
meti kumari,f
meti kumari,f
meti kumari,f
aarti @ kajal,f
suman,f
sushila,f
munni w/o ami lal,f
mona verma,f
smt. kavita bai,f
rupanjali patiri,f
shabina praveen,f
sarah wells,f
ranjit kaur,f
pooja,f
amandeep kaur,f
sana,f
priyanka,f
aarti rajpoot,f
sunita,f
jyoti,f
priya,f
reena devi,f
priya @  himanshi,f
manpreet,f
sangeeta,f
chanchal,f
neelam,f
rani,f
jamna devi,f
neetu,f
suman sharma,f
kavita,f
pooja,f
shivani,f
gulfsal s/o rasid,f
hamim,f
neha,f
khushbu,f
shabana,f
priyanka,f
shilpa,f
neha,f
priyanka,f
sabba,f
kriti,f
nigar khan,f
lahida,f
pooja,f
aarti diwakar,f
bhawana,f
monika,f
annu devi,f
jyoti,f
rubeena,f
pooja,f
preeti,f
amba  balai,f
komal sharma,f
savitri devi,f
sunita,f
diksha chaudhary,f
urmila,f
rekha @ muskan,f
usha,f
sunayna,f
kaushalya devi,f
mamta,f
rina devi,f
sarla,f
kajal,f
smt sunita,f
ratmo devi,f
kajal,f
madhu,f
keshanti,f
rekha,f
dholi devi,f
manju roy,f
najma,f
arti,f
anita,f
danista paveen,f
juhi,f
sheetal verma,f
sheetal,f
barkha,f
kusumlata,f
sunita,f
puja,f
kajal,f
kavita,f
kamla,f
reshma,f
rani kumari,f
aarti sharma,f
kumari pallavi,f
teena,f
suman,f
tara devi,f
mithlesh,f
akansha,f
soni,f
saroj,f
aesha,f
kusum,f
sana,f
vishakha anand,f
fool kunwar,f
himanshi,f
asha,f
purva,f
deepa kumari,f
bala devi,f
akansha,f
rashmi,f
nenshi,f
pooja,f
smt  archana,f
jyoti,f
jaya,f
smt. sangeeta  urf sonu,f
sunita,f
anjali,f
jhuma,f
sana khatoon,f
sana khatoon,f
sana khatoon,f
shanti devi,f
vandna,f
neha,f
jyoti,f
pooja,f
farjana,f
manju,f
bhopal singh,f
sneha,f
pooja,f
sunarki devi,f
asha,f
preeti,f
shrabani saha,f
umda khatoon,f
divy puri,f
asha,f
deepa chauhan,f
sonia,f
rajinder kaur,f
deepa chauhan,f
sarita,f
asha,f
nagma,f
soni@ kanchan devi,f
kanta devi,f
anu kumari,f
smt. pinki,f
bandani,f
manpreet @ simaran,f
seema kunwar,f
chanchal,f
smt maya devi,f
santosh bai,f
pooja,f
anju devi,f
sehjal,f
sonam,f
sehnaz,f
nisha pradhan,f
anita vohra,f
pinki,f
simran,f
ruby,f
radha,f
sushma,f
,f
saroj,f
poonam,f
rani,f
pooja,f
nooreen aarsi,f
saridevi,f
kajal,f
deepa,f
barkha,f
kiran devi,f
jyotsana mohti,f
nasrin jaira,f
smt. baikunthi devi,f
saziya,f
karamjeet kour @ sagandeep kour,f
manisha,f
madhu,f
sumitra,f
pinki  kumari,f
ruksana bano,f
sapna,f
jaitun,f
deepa,f
arti,f
mulina,f
kajal,f
gulfasa,f
sudesh,f
suman,f
shumita,f
ashu,f
sehnaz,f
bhawna,f
bhawna,f
sunita,f
zainab,f
meera,f
preeti,f
asha,f
vandhana,f
munni,f
deepa,f
pinki,f
kumari roshan,f
sunita,f
bhuri,f
rabiya,f
mariyam sarjo,f
heena,f
chhoti devi,f
kiran d/o suraj prashad,f
koyali,f
rani,f
javuneesha,f
smt. manju,f
,f
sapna,f
sapna,f
priya,f
kismti khatoon @ khushboo,f
amritha,f
tanuja,f
priyanka d/o,f
bindi budra,f
shbana khatun,f
sanjana,f
manju,f
shalu sabarwal,f
sahnaz,f
jyoti,f
shiwani,f
nirmala,f
sonali,f
mahak,f
santo @ neelam,f
soni,f
paramshela,f
seema,f
nidhi,f
shalini,f
shabra,f
farha parvin,f
deepa,f
renu,f
seema,f
heena,f
preeti,f
sharda,f
sharda,f
meena,f
shiwani,f
sayda begam,f
beeuty kumari,f
devika,f
shanti,f
tabassum,f
pooja,f
kajal,f
sonia,f
neha kumari,f
rakhi,f
sana fatma,f
pinki,f
gunjan,f
suman devi,f
raj kumari,f
sapna,f
pinki,f
tannu saini,f
babita,f
pinki,f
smt usha,f
sangita,f
chandni,f
kajal,f
komal,f
meena begum,f
soniya,f
daulat banno,f
kumari komal,f
ruksar,f
nahid fatima,f
urmila,f
pooja,f
sikha,f
smt. neelam,f
